ARPT_ID,ARPT_NAME,LAT_AVG,LONG_AVG,RWY_CNT,RWY_LEN_AVG,RW_LEN_6K_10K,RWY_LEN_GE_10K
BFI,BOEING FLD/KING COUNTY INTL,47.53112281,-122.3025107,2,6858.0,0,1
AKN,KING SALMON,58.67690605,-156.649529,2,6459.0,1,0
ART,WATERTOWN INTL,43.99184626,-76.01984018,2,6000.0,1,0
ALB,ALBANY INTL,42.74914232,-73.80172878,2,7850.0,2,0
ASL,HARRISON COUNTY,32.52072681,-94.3077787,2,4150.5,0,0
ALI,ALICE INTL,27.73923725,-98.02701791,2,5243.5,0,0
ASW,WARSAW MUNI,41.27522463,-85.84124385,2,5011.0,1,0
ALM,ALAMOGORDO-WHITE SANDS RGNL,32.84089448,-105.9893084,2,6232.0,1,0
ATA,HALL-MILLER MUNI,33.10242772,-94.19512778,2,3032.0,0,0
ALN,ST LOUIS RGNL,38.88980408,-90.04649031,2,7299.5,2,0
ATS,ARTESIA MUNI,32.85195624,-104.4675301,2,6466.0,2,0
ALO,WATERLOO RGNL,42.55834356,-92.40130201,2,7201.0,2,0
ATY,WATERTOWN RGNL,44.91397413,-97.1547264,2,6895.5,2,0
AMA,RICK HUSBAND AMARILLO INTL,35.21985093,-101.7021998,2,10701.5,1,1
AUS,AUSTIN-BERGSTROM INTL,30.19412011,-97.66824346,2,10625.0,1,1
AMN,GRATIOT COMMUNITY,43.32190139,-84.68830586,2,4101.0,0,0
AVK,ALVA RGNL,36.77376764,-98.67215124,2,3195.5,0,0
AMW,AMES MUNI,41.99262795,-93.6218401,2,4596.0,0,0
AVP,WILKES-BARRE/SCRANTON INTL,41.33889198,-75.72311639,2,5901.0,1,0
ABR,ABERDEEN RGNL,45.44657619,-98.42293771,2,6200.5,1,0
AWG,WASHINGTON MUNI,41.27582312,-91.67601748,2,3700.5,0,0
AND,ANDERSON RGNL,34.49461252,-82.70944345,2,5499.0,1,0
AXA,ALGONA MUNI,43.07792709,-94.27177721,2,3427.5,0,0
ANE,ANOKA COUNTY/BLAINE (JANES FLD),45.14488286,-93.21019027,2,4927.5,0,0
ADG,LENAWEE COUNTY,41.86887529,-84.07669002,2,3390.0,0,0
ANN,ANNETTE ISLAND,55.04234959,-131.5698824,2,6601.0,1,0
AZ60,CURRY RIDGE,32.72330833,-113.9382917,2,2217.5,0,0
BGD,HUTCHINSON COUNTY,35.70074906,-101.3937329,2,5098.0,1,0
ADH,ADA RGNL,34.80394673,-96.67070275,2,4460.0,1,0
ANW,AINSWORTH RGNL,42.57952267,-99.9925422,2,6162.5,1,0
ADM,ARDMORE MUNI,34.30318563,-97.02119599,2,7203.0,1,0
ANY,ANTHONY MUNI,37.15940815,-98.07982125,2,3607.0,0,0
BAK,COLUMBUS MUNI,39.26198015,-85.89626201,2,5700.5,1,0
AOO,ALTOONA/BLAIR COUNTY,40.29647361,-78.31991502,2,4566.5,0,0
BAX,HURON COUNTY MEML,43.78062246,-82.98549368,2,4247.5,0,0
ABY,SOUTHWEST GEORGIA RGNL,31.53540602,-84.19473125,2,5910.0,1,0
BBD,CURTIS FLD,31.1793372,-99.32381793,2,4062.5,0,0
BFR,VIRGIL I GRISSOM MUNI,38.83965703,-86.44507745,2,3795.0,0,0
BDE,BAUDETTE INTL,48.73018433,-94.6111053,2,5749.0,0,0
ACJ,JIMMY CARTER RGNL,32.1109874,-84.18894705,2,4898.5,1,0
BDJ,BOULDER JUNCTION PAYZER,46.13694166,-89.64742222,2,3517.5,0,0
APN,ALPENA COUNTY RGNL,45.07839482,-83.55985822,2,7014.5,1,0
BDR,BRIDGEPORT/SIKORSKY,41.16346422,-73.12617382,2,4718.0,0,0
APV,APPLE VALLEY,34.57426646,-117.1863786,2,5299.0,1,0
BEA,BEEVILLE MUNI,28.36540652,-97.79239361,2,3402.0,0,0
AQO,LLANO MUNI,30.78430145,-98.65954775,2,3705.5,0,0
BEH,SOUTHWEST MICHIGAN RGNL,42.12860885,-86.42580524,2,4605.5,1,0
AQP,APPLETON MUNI,45.22759166,-96.00463333,2,3135.0,0,0
BFD,BRADFORD RGNL,41.80288192,-78.63986527,2,5403.0,1,0
ARA,ACADIANA RGNL,30.03670069,-91.88577179,2,6501.0,1,0
BFF,WESTERN NEBRASKA RGNL/WM  B HEILIG FLD/SCOTTSBLUFF,41.87402296,-103.5956652,2,8140.5,2,0
ARB,ANN ARBOR MUNI,42.22291291,-83.74582845,2,3127.5,0,0
BFL,MEADOWS FLD,35.43348493,-119.0575056,2,9274.5,1,1
ACK,NANTUCKET MEML,41.25334747,-70.05972815,2,5401.5,1,0
ADT,ATWOOD-RAWLINS COUNTY CITY-COUNTY,39.83974556,-101.0420675,2,3700.0,0,0
ACT,WACO RGNL,31.61203439,-97.23093128,2,6105.0,1,0
BGE,DECATUR COUNTY INDUSTRIAL AIR PARK,30.97153537,-84.63704772,2,5252.5,0,0
93C,RICHLAND,43.28296736,-90.29798125,2,2350.0,0,0
9R5,HUNT,27.88637222,-97.35006944,2,2025.0,0,0
87Y,BLACKHAWK AIRFIELD,43.10468403,-89.18527916,2,2508.5,0,0
87K,EL DORADO SPRINGS MEML,37.8572243,-93.99736944,2,2862.5,0,0
91TE,BRITTS CROSSWIND,30.72347014,-97.86274861,2,2900.0,0,0
89ME,FOX FLD,44.40538597,-69.66655099,2,5900.0,1,0
98D,ONIDA MUNI,44.70038929,-100.1017564,2,2980.0,0,0
98XA,THREE NINETY-EIGHTH,31.62885556,-97.16330486,2,1786.5,0,0
9G9,GACKLE MUNI,46.6214368,-99.16412222,2,1385.0,0,0
8A1,GUNTERSVILLE MUNI/JOE STARNES FLD,34.40604882,-86.26099229,2,5252.5,0,0
9K8,KINGMAN/CLYDE CESSNA FLD,37.66914039,-98.12409252,2,3850.0,0,0
8D1,NEW HOLSTEIN MUNI,43.94408955,-88.11499155,2,3275.5,0,0
A14,PORTAGE CREEK,58.90644722,-157.7115778,2,1695.0,0,0
8D3,SISSETON MUNI,45.66977942,-96.99349245,2,2657.0,0,0
92C,CARTER,44.64110323,-88.21564892,2,2118.0,0,0
8D7,CLARK COUNTY,44.8957018,-97.71039954,2,2477.5,0,0
93Y,DAVID CITY MUNI,41.23053414,-97.12296034,2,2895.0,0,0
8D9,HOWARD MUNI,44.03327639,-97.53342291,2,2304.0,0,0
98G,SEBEWAING TOWNSHIP,43.72950694,-83.46359722,2,2119.0,0,0
8K2,HARPER MUNI,37.27837333,-98.04359368,2,2703.0,0,0
9A4,COURTLAND,34.65838907,-87.34881759,2,4239.0,0,0
8K8,CIMARRON MUNI,37.83262292,-100.3487235,2,2409.5,0,0
9G8,EBENSBURG,40.46127764,-78.77599014,2,2420.0,0,0
8M6,MC VILLE MUNI,47.77032361,-98.1849993,2,2388.5,0,0
9K7,ELLSWORTH MUNI,38.75010833,-98.22946528,2,3227.5,0,0
8MO3,CURTIS FLD,39.32612014,-93.94062083,2,2350.0,0,0
9NE6,ROTHWELL,41.73921319,-101.8049326,2,2064.5,0,0
8V2,STUART-ATKINSON MUNI,42.56269652,-99.03852832,2,3435.0,0,0
9U0,TURNER,48.85035,-108.4042799,2,2901.0,0,0
9V9,CHAMBERLAIN MUNI,43.76619373,-99.32122175,2,3851.0,0,0
8XS8,REESE AIRPARK,33.59384513,-102.0423007,2,8500.0,1,1
79S,FORT BENTON,47.84348611,-110.6371486,2,3000.0,0,0
7S7,VALIER,48.30016041,-112.2513637,2,2607.5,0,0
7G1,HERRON,40.53298356,-80.54134204,2,1615.0,0,0
6R6,TERRELL COUNTY,30.04647398,-102.2131695,2,4525.5,0,0
6R1,WELSH,30.24178166,-92.83064312,2,2450.0,0,0
6S0,BIG TIMBER AT HOWARD FLD,45.80632994,-109.9784431,2,4380.0,0,0
7D3,BALDWIN MUNI,43.87562048,-85.84266465,2,3300.0,0,0
6L3,LISBON MUNI,46.44625664,-97.72840044,2,2358.5,0,0
7N3,SANDS POINT,40.82740811,-73.71709533,2,6000.0,0,0
81D,FLYIN TIGER,29.26496736,-95.4125618,2,2230.5,0,0
7Y2,THOMPSONVILLE,44.51772569,-85.9703868,2,2687.5,0,0
74R,HORIZON,29.28458011,-98.49834707,2,2305.0,0,0
6K3,CREIGHTON MUNI,42.47111805,-97.88467309,2,2900.0,0,0
78I,PAM'S PLACE,39.5022,-86.68745625,2,2629.5,0,0
77G,MARLETTE TOWNSHIP,43.3118972,-83.09094701,2,3647.5,0,0
6U6,HOGELAND,48.86103864,-108.6619296,2,2185.0,0,0
78OH,VALLEY CITY FLYING CLUB,41.25757361,-81.96939444,2,2050.0,0,0
6V0,EDGEMONT MUNI,43.29442639,-103.8424104,2,2958.0,0,0
7CO0,PARKLAND,40.07046111,-105.0266993,2,3100.0,0,0
6V4,WALL MUNI,43.9991051,-102.253092,2,2740.0,0,0
7F3,CADDO MILLS MUNI,33.03621708,-96.24314555,2,4000.0,0,0
6XS2,LUSCOMBE ACRES,32.34610416,-97.19859027,2,1975.0,0,0
7KS7,KENNEDY,37.41240972,-100.0915833,2,2870.0,0,0
6Y0,MOORESTOWN AIRPARK,44.46301805,-84.99664444,2,2700.0,0,0
7S6,WHITE SULPHUR SPRINGS,46.4960034,-110.9116338,2,4549.5,1,0
6Y6,ST HELEN,44.36800347,-84.40215555,2,2600.0,0,0
7T7,SKYWEST INC,31.85415501,-102.0738134,2,3900.0,0,0
6Y8,WELKE,45.72117153,-85.51985347,2,3006.0,0,0
7Y9,BIG FALLS MUNI,48.20040629,-93.76253029,2,2726.0,0,0
70MO,LOVERS LANE,38.64687152,-94.11899305,2,1612.5,0,0
80V,MEDICINE BOW,41.88396634,-106.1826887,2,2925.0,0,0
72TA,PIERCE FLD,28.45302083,-96.29913888,2,3338.0,0,0
73XA,TRES AMIGOS,31.74749652,-101.5650097,2,3850.0,0,0
6J6,EDGEFIELD COUNTY,33.73699367,-81.81843492,2,2112.0,0,0
63C,ADAMS COUNTY LEGION FLD,43.96056686,-89.7885285,2,3089.0,0,0
6D6,GREENVILLE MUNI,43.14213183,-85.25409914,2,2964.5,0,0
66NE,CORNELIUS FARM,40.92952986,-101.6047,2,1200.0,0,0
5C8,WASHBURN MUNI,47.3515088,-101.0257785,2,2952.0,0,0
62C,CINDY GUNTLY MEML,42.81122796,-88.09400892,2,1810.0,0,0
5D5,WOOLSEY MEML,45.16462569,-85.57512847,2,3166.5,0,0
65G,MAPLE GROVE,42.71790069,-84.06027916,2,2525.0,0,0
5F1,POST-GARZA COUNTY MUNI,33.2027324,-101.3387388,2,3205.0,0,0
5B2,SARATOGA COUNTY,43.05074044,-73.86160054,2,4349.5,0,0
5I4,SHERIDAN,40.17824604,-86.21702805,2,3573.5,0,0
61D,PLAINWELL MUNI,42.46779653,-85.64803049,2,2600.0,0,0
5K0,BRESSLER FLD,39.74452876,-101.5572194,2,2865.0,0,0
62D,WARREN,41.26698395,-80.92732041,2,2803.5,0,0
5ME2,FROGG ISLAND,43.87131249,-70.42055555,2,4001.5,0,0
65AR,PLEASANT HILL,35.79865544,-91.40808185,2,1313.0,0,0
5NK,NAKNEK,58.73462083,-157.0250743,2,1893.0,0,0
59M,TORCHPORT,45.05466666,-85.35686736,2,2850.0,0,0
5U5,FAIRFIELD,47.63411312,-111.9809402,2,2662.5,0,0
67KY,SUNNY RIDGE LANDING,38.80674097,-84.55763819,2,676.0,0,0
68LS,MYRTLE GROVE,31.81520416,-91.37082291,2,1900.0,0,0
5B5,NAPOLEON MUNI,46.49417673,-99.75925694,2,2410.0,0,0
69WT,QUARTERMASTER HARBOR,47.39764735,-122.4479499,2,4931.5,0,0
6B6,MINUTE MAN AIR FLD,42.46022847,-71.5176118,2,2355.0,0,0
6A1,BUTLER MUNI,32.56740709,-84.24750319,2,3703.5,0,0
6B9,SKANEATELES AERO DROME,42.91394069,-76.4406825,2,3242.0,0,0
5V8,KADOKA MUNI,43.83351219,-101.4967875,2,2100.0,0,0
4NC2,NOLES FLD,35.54527778,-78.59276736,2,1200.0,0,0
43Y,NORTHOME MUNI,47.88810972,-94.25857152,2,2624.0,0,0
4V9,ANTELOPE COUNTY,42.11236489,-98.03979084,2,3505.0,0,0
43NV,TOPAZ RANCH,38.72982361,-119.4657403,2,3312.5,0,0
57MT,FLYING K FLD,46.20188611,-114.0837639,2,1570.0,0,0
46NE,JANTZEN,40.89524444,-101.5026687,2,2450.0,0,0
4U6,CIRCLE TOWN COUNTY,47.41827791,-105.5611235,2,3190.0,0,0
47V,CURTIS MUNI,40.63866701,-100.4736092,2,2801.0,0,0
4XS0,PFEFFER & SON FARMS,29.92969097,-95.96248611,2,3850.0,0,0
50G,HOWARD NIXON MEML,43.18107083,-84.13236597,2,2691.0,0,0
54J,DEFUNIAK SPRINGS,30.73071733,-86.15368178,2,3423.0,0,0
48A,COCHRAN,32.40048038,-83.2780681,2,3801.0,0,0
57D,RAY COMMUNITY,42.73672708,-82.88875902,2,2348.5,0,0
48D,CLARE MUNI,43.83396247,-84.74038026,2,2999.5,0,0
58CL,BORREGO AIR RANCH,33.19200208,-116.2793285,2,1855.0,0,0
48S,HARLEM,48.56534236,-108.7728764,2,3016.5,0,0
4P3,FLANDREAU MUNI,44.00396097,-96.59271548,2,2523.5,0,0
49B,STURGIS MUNI,44.41881535,-103.3782061,2,4340.0,0,0
4V1,SPANISH PEAKS AIRFIELD,37.69648312,-104.7857703,2,3476.5,0,0
49U,SHOSHONI MUNI,43.25125416,-108.1218655,2,3800.0,0,0
4VG8,ROBBIE CAMPBELL MEML AIRFIELD,38.14230972,-77.52818783,2,1671.0,0,0
4D0,ABRAMS MUNI,42.77478906,-84.73352638,2,2880.0,0,0
50D,IRON COUNTY,46.00914173,-88.27397405,2,3195.0,0,0
4D8,FULLER,43.33318402,-95.15926736,2,2536.5,0,0
51D,EDGELEY MUNI,46.34986564,-98.73503707,2,3200.0,0,0
4E7,ELLENDALE MUNI,46.01616643,-98.51593778,2,2968.0,0,0
52B,MOOSEHEAD AERO MARINE,45.47449375,-69.6035868,2,5500.0,0,0
4G1,GREENVILLE MUNI,41.44677347,-80.39119534,2,2778.5,0,0
54T,RWJ AIRPARK,29.7619468,-94.84825194,2,4283.5,0,0
4M3,CARLISLE MUNI,34.80822471,-91.71212203,2,4497.5,0,0
57C,EAST TROY MUNI,42.7970616,-88.37269916,2,3173.0,0,0
3TX,AKROVILLE,33.39291111,-97.3536125,2,2300.5,0,0
3LF,LITCHFIELD MUNI,39.16255067,-89.67466979,2,3951.0,0,0
43K,MARION MUNI,38.33760905,-96.98829956,2,2441.5,0,0
37XA,SKYDIVE HOUSTON,29.99272291,-95.93050347,2,3610.0,0,0
36K,KEARNY COUNTY,37.96949155,-101.25531,2,2994.5,0,0
38D,SALEM AIRPARK,40.94805486,-80.86197777,2,2977.0,0,0
40C,WATERVLIET MUNI,42.20048541,-86.24953055,2,2070.0,0,0
3A5,FLYING M RANCH,38.61432062,-119.002936,2,3769.5,0,0
3K3,SYRACUSE-HAMILTON COUNTY MUNI,37.99772174,-101.7475674,2,3800.0,0,0
3A9,ARLINGTON MUNI,44.39386041,-97.12288194,2,2700.0,0,0
3N8,MAHNOMEN COUNTY,47.26060006,-95.9279037,2,3060.0,0,0
3B1,GREENVILLE MUNI,45.46287842,-69.55180477,2,3500.5,0,0
3TE,AL MEYERS,42.02506527,-83.93936111,2,2234.5,0,0
3B5,TWITCHELL,44.1889526,-70.23285637,2,2127.5,0,0
3U8,BIG SANDY,48.16354513,-110.1133847,2,2835.0,0,0
3C1,MISHAWAKA PILOTS CLUB,41.65632361,-86.03466666,2,2691.5,0,0
42J,KEYSTONE HEIGHTS,29.8447903,-82.04755559,2,4972.5,0,0
3CM,JAMES CLEMENTS MUNI,43.54687474,-83.89560244,2,3198.5,0,0
35D,PADGHAM FLD,42.53067986,-85.82455377,2,3065.0,0,0
3CU,CABLE UNION,46.19516867,-91.24915822,2,2951.5,0,0
3KK,KANKAKEE,41.09556319,-87.91083819,2,2604.0,0,0
3D1,CRIVITZ MUNI,45.21461597,-88.07325972,2,2354.5,0,0
3MT4,MADDOX RANCH COMPANY,48.51357569,-109.064294,2,2952.0,0,0
3D2,EPHRAIM/GIBRALTAR,45.13573708,-87.18831319,2,2510.5,0,0
3NP,NAPOLEON,42.171,-84.25937152,2,2620.0,0,0
3R2,LE GROS MEML,30.16183806,-92.48396681,2,4153.5,0,0
37M,HORNERSVILLE MEML,36.04217361,-90.14887222,2,2324.0,0,0
3RC,ROSCOMMON CONSERVATION,44.47376389,-84.56352291,2,3026.0,0,0
3DA,DALTON,43.05689861,-83.80482013,2,2071.5,0,0
3TA,STAFFORD MUNI,37.95964791,-98.64759166,2,2070.0,0,0
3F5,FOREST HILL,42.91170486,-84.67484722,2,1795.0,0,0
3TR,JERRY TYLER MEML,41.83593959,-86.22520678,2,3708.0,0,0
3F9,MINEOLA WISENER FLD,32.676675,-95.51095736,2,3218.5,0,0
3U3,BOWMAN FLD,46.15287031,-112.8669277,2,5042.0,1,0
3G3,WADSWORTH MUNI,41.00353136,-81.75696747,2,2842.5,0,0
3W8,EUREKA MUNI,45.79978576,-99.6422798,2,2460.5,0,0
3GM,GRAND HAVEN MEML AIRPARK,43.03400297,-86.19890201,2,2905.0,0,0
33V,WALDEN-JACKSON COUNTY,40.75043832,-106.2714922,2,4960.0,0,0
41C,CALKINS FLD,42.69211041,-85.6471375,2,2000.0,0,0
3GV,EAST KANSAS CITY,39.01491389,-94.21442986,2,3356.5,0,0
3I3,SKY KING,39.54742159,-87.37771416,2,2767.5,0,0
2O7,INDEPENDENCE,36.81656597,-118.205016,2,2515.5,0,0
22T,TECUMSEH MILLS,42.03385,-83.87835625,2,4268.0,0,0
2G9,SOMERSET COUNTY,40.03835,-79.01542187,2,3865.5,0,0
27C,MECOSTA MORTON,43.63004444,-85.26149166,2,2018.5,0,0
2K7,NEODESHA MUNI,37.43550792,-95.645865,2,2549.0,0,0
28J,PALATKA MUNI - LT KAY LARKIN FLD,29.65774641,-81.68993133,2,4755.0,0,0
20IA,HOBBES FLD,41.52233194,-93.80092014,2,925.0,0,0
28X,GREEN ACRES AIRFIELD,35.4535125,-100.9935396,2,2342.0,0,0
2GA2,SWAIDS FLD,32.39271628,-81.278089,2,3354.0,0,0
29KS,MCMASTER,37.76172708,-97.17779097,2,3530.0,0,0
2K1,POND CREEK MUNI,36.66313996,-97.80913536,2,1770.0,0,0
21D,LAKE ELMO,44.99736938,-92.85373467,2,3000.0,0,0
2M8,CHARLES W BAKER,35.27814989,-89.93393184,2,2549.5,0,0
2V6,YUMA MUNI,40.10589475,-102.7144354,2,3739.0,0,0
2P2,WASHINGTON ISLAND,45.38825833,-86.92404236,2,2241.0,0,0
2D1,LEE FLD,40.97034499,-81.09866661,2,2794.0,0,0
2F6,SKIATOOK MUNI,36.35513219,-96.01070017,2,2801.0,0,0
2B3,PARLIN FLD,43.38757401,-72.18831058,2,2714.5,0,0
2D5,OAKES MUNI,46.17292111,-98.07994514,2,2753.0,0,0
1N5,BENNETT,38.41297222,-75.61728472,2,2736.5,0,0
1G0,WOOD COUNTY,41.3907691,-83.63091178,2,3413.5,0,0
1D1,MILBANK MUNI,45.23041981,-96.56615435,2,3793.0,0,0
11C,SKYYHARBOUR,42.1740375,-85.55106319,2,7180.0,2,0
1H2,EFFINGHAM COUNTY MEML,39.07034818,-88.53364269,2,4251.5,0,0
11LA,TIGER PASS,29.25933055,-89.35295416,2,2000.0,0,0
1V6,FREMONT COUNTY,38.42738516,-105.1051823,2,3599.5,0,0
11Y,FLYING FEATHERS,44.06367609,-88.19170856,2,1571.5,0,0
1D7,THE SIGURD ANDERSON,45.29321372,-97.51424945,2,2963.0,0,0
12G,SHELBY COMMUNITY,40.87318787,-82.69757969,2,2532.0,0,0
1GA6,GRAND OAK PLANTATION,31.72583889,-84.31062361,2,3426.0,0,0
12J,BREWTON MUNI,31.05067783,-87.06725023,2,5068.5,0,0
1K4,DAVID JAY PERRY,35.15516173,-97.47045601,2,2402.5,0,0
12K,SUPERIOR MUNI,40.04631257,-98.06163975,2,3650.0,0,0
1O3,LODI,38.20225417,-121.2688292,2,2763.0,0,0
12WV,CRAZY HORSE,38.34366597,-82.11126319,2,1172.5,0,0
1C9,FRAZIER LAKE AIRPARK,36.95285443,-121.462668,2,2750.0,0,0
13K,LT WILLIAM M MILLIKEN,37.85191724,-96.29221135,2,2823.5,0,0
1D6,HECTOR MUNI,44.73109444,-94.71393611,2,2585.5,0,0
14G,FREMONT,41.33261688,-83.16176898,2,3187.5,0,0
1F2,PLATEAU SKY RANCH,43.22555435,-74.11448688,2,2200.0,0,0
14MT,SANDY ROCK,48.61826736,-110.3274646,2,3020.0,0,0
1G5,MEDINA MUNI,41.13139077,-81.76460882,2,3212.0,0,0
15J,COOK COUNTY,31.13710482,-83.45396821,2,4750.0,0,0
1H0,CREVE COEUR,38.72765545,-90.50793163,2,3789.5,0,0
17FL,JUMBOLAIR,29.27859166,-82.12190555,2,5418.5,1,0
1H8,CASEY MUNI,39.30268014,-88.0044747,2,2972.0,0,0
17G,PORT BUCYRUS/CRAWFORD COUNTY,40.78159711,-82.97480736,2,3398.5,0,0
1M6,STEVENS RANCH,45.28799513,-106.1452139,2,1919.5,0,0
18V,PLATTE VALLEY AIRPARK,40.10372295,-104.7012998,2,3300.0,0,0
1O1,GRANDFIELD MUNI,34.24146729,-98.74030913,2,2320.0,0,0
19MN,GRESETH,45.17509711,-93.76448871,2,1338.5,0,0
1U7,BEAR LAKE COUNTY,42.24955628,-111.3420555,2,5159.0,0,0
19S,SUBLETTE MUNI,37.49678643,-100.8322703,2,3399.0,0,0
1B0,DEXTER RGNL,45.00413294,-69.23763155,2,2128.5,0,0
1B9,MANSFIELD MUNI,42.00117696,-71.19856258,2,2779.5,0,0
0D8,GETTYSBURG MUNI,44.98683628,-99.95337249,2,3442.5,0,0
JAN,JACKSON-MEDGAR WILEY EVERS INTL,32.31117791,-90.07589231,2,8500.0,2,0
01OL,SPRING CREEK RANCH EAST,34.37483958,-96.71304583,2,1850.0,0,0
01U,DUCKWATER,38.85310349,-115.6344626,2,3050.0,0,0
0B8,ELIZABETH FLD,41.25215259,-72.0316448,2,2075.5,0,0
AUG,AUGUSTA STATE,44.32029722,-69.79637452,2,3807.5,0,0
0E9,CORYDON,40.75630016,-93.24022532,2,3135.0,0,0
03WN,AEROSTONE AIRFIELD,45.87550069,-120.6723097,2,2002.5,0,0
08NY,MD1,41.36724583,-74.51892639,2,475.0,0,0
04KS,KRAEMER AIRFIELD,37.398475,-100.0369194,2,1700.0,0,0
0B4,HARTINGTON MUNI/ BUD BECKER FLD,42.60289209,-97.2538638,2,3050.0,0,0
06D,ROLLA MUNI/LEONARD KRECH FLD,48.88425607,-99.62070521,2,3250.0,0,0
01G,PERRY-WARSAW,42.74130391,-78.05174963,2,2617.5,0,0
0G7,FINGER LAKES RGNL,42.88386911,-76.78043201,2,3221.0,0,0
0E0,MORIARTY MUNI,34.97766754,-105.9994081,2,6951.5,2,0
0L7,JEAN,35.76820902,-115.3295993,2,4150.0,0,0
0F4,LOUP CITY MUNI,41.28637459,-98.9901903,2,2960.5,0,0
0V3,PIONEER VILLAGE FLD,40.51539139,-98.94546634,2,2587.5,0,0
10C,GALT FLD,42.40303855,-88.37495814,2,2471.5,0,0
06MN,CUTFOOT SIOUX,47.51652778,-94.08645833,2,4731.5,0,0
0Q3,SONOMA VALLEY,38.22419527,-122.4504632,2,2106.5,0,0
07F,GLADEWATER MUNI,32.52867582,-94.97167254,2,2799.5,0,0
0W3,HARFORD COUNTY,39.56792323,-76.20272033,2,2432.5,0,0
08A,WETUMPKA MUNI,32.52728115,-86.33108005,2,2944.5,0,0
10IN,FENCE FLD,39.15914166,-87.09997222,2,1130.0,0,0
08K,HARVARD STATE,40.65131818,-98.07994245,2,3797.5,0,0
09MN,SALISBURY,45.07659722,-92.98597222,2,5055.5,0,0
W10,WHIDBEY AIR PARK,48.0176225,-122.4377276,1,2470.0,0,0
W01,TONASKET MUNI,48.72486833,-119.465635,1,3053.0,0,0
W43,HULETT MUNI,44.6628626,-104.5678216,1,5500.0,0,0
W75,HUMMEL FLD,37.60227083,-76.44672917,1,2167.0,0,0
XNX,MUSIC CITY EXEC,36.37508048,-86.40841241,1,6300.0,1,0
VDZ,VALDEZ PIONEER FLD,61.13422069,-146.2447673,1,6500.0,1,0
W27,WOODLAND STATE,45.8991825,-122.7375104,1,2245.0,0,0
W81,CREWE MUNI,37.18101222,-78.09847469,1,3300.0,0,0
Z92,HARSENS ISLAND,42.58945833,-82.57568611,1,2200.0,0,0
W87,BUZZWICK,42.01787778,-83.37216111,1,2575.0,0,0
XA66,EL JARDIN RANCH,28.07388736,-99.28468583,1,6302.0,1,0
W90,NEW LONDON,37.27172916,-79.3359,1,3164.0,0,0
XS67,SAN JOSE ISLAND,27.94445739,-96.98501015,1,4901.0,0,0
W91,SMITH MOUNTAIN LAKE,37.10772708,-79.59247792,1,3058.0,0,0
Y47,OAKLAND SOUTHWEST,42.50312388,-83.62370129,1,3128.0,0,0
W94,CAMP PEARY LNDG STRIP,37.31279426,-76.63821725,1,5018.0,0,0
W31,LUNENBURG COUNTY,36.96040277,-78.18511111,1,3000.0,0,0
W95,OCRACOKE ISLAND,35.1011651,-75.96595861,1,2998.0,0,0
Z17,OPHIR,63.14591944,-156.5289083,1,1940.0,0,0
W96,NEW KENT COUNTY,37.50342923,-77.1265585,1,3602.0,0,0
VIQ,NEILLSVILLE MUNI,44.55812447,-90.5122464,1,3400.0,0,0
W99,GRANT COUNTY,38.99493841,-79.14586432,1,5000.0,0,0
XA03,EDGINGTON RANCH,33.42775278,-97.27127917,1,2250.0,0,0
WA14,CONNELL CITY,46.66128055,-118.8306194,1,3107.0,0,0
XMR,CAPE CANAVERAL SPACE FORCE STATION SKID STRIP,28.4675875,-80.56661528,1,9999.0,1,0
WA20,PIANOSA FLYING FARM,48.20436111,-120.1207222,1,937.0,0,0
XS36,COVERED S RANCH,32.92160219,-101.0498303,1,3085.0,0,0
VLL,OAKLAND/TROY,42.54295684,-83.17789761,1,3549.0,0,0
XS93,DIAMOND O RANCH,26.72040972,-98.56015833,1,4259.0,0,0
WA39,CROW VALLEY,48.65036111,-122.9535861,1,1171.0,0,0
Y27,STANDING ROCK,46.06688254,-100.6327798,1,3699.0,0,0
WA67,GREEN MOUNTAIN,45.66306527,-122.4726347,1,1760.0,0,0
W22,UPSHUR COUNTY RGNL,39.00059542,-80.27495158,1,4201.0,0,0
WA76,DOGS RUN FREE,46.85805555,-120.7788889,1,1834.0,0,0
Y74,PARSHALL-HANKINS,47.93568465,-102.1421248,1,3208.0,0,0
VMR,HAROLD DAVIDSON FLD,42.76528693,-96.93425736,1,4105.0,0,0
W40,MOUNT OLIVE MUNI,35.22145402,-78.03861625,1,5254.0,0,0
WAY,GREENE COUNTY,39.90114861,-80.13070139,1,3500.0,0,0
W56,FLY FOR FUN,45.68727986,-122.5218529,1,2434.0,0,0
WBB,STEBBINS,63.51596917,-162.2780074,1,2999.0,0,0
Z81,SALMON LAKE,64.90900972,-165.0147167,1,2000.0,0,0
WBQ,BEAVER,66.36221905,-147.4065027,1,3934.0,0,0
W57,ROUND LAKE,42.93118194,-73.77087639,1,1927.0,0,0
VEE,VENETIE,67.00867361,-146.3663556,1,4000.0,0,0
X58,INDIANTOWN,27.03749167,-80.44100139,1,6300.0,1,0
WCR,CHANDALAR LAKE,67.50451666,-148.4832208,1,3000.0,0,0
X65,TXAEROSPORT AERODROME,33.53628963,-96.6804171,1,3200.0,0,0
VEL,VERNAL RGNL,40.43607788,-109.5114227,1,7000.0,1,0
XA45,BOMA,30.220875,-98.77696528,1,992.0,0,0
